coin,date_added,max_supply,circulating_supply,total_supply,market_cap,Volume24h,price
UME,2021-03-17T00:00:00.000Z,23000000.0,0.0,0.0,0.0,39866.16220025,26.16933368809515
OKBBULL,2020-08-03T00:00:00.000Z,,0.0,9.468571,0.0,39865.83314,5153.0
MINDS,2021-03-03T00:00:00.000Z,250000000.0,0.0,0.0,0.0,39743.6690376,1.9106115091162
MSTR,2020-12-09T00:00:00.000Z,,0.0,0.0,0.0,39770.2675,667.25
YLD,2020-12-14T00:00:00.000Z,0.0,0.0,0.0,0.0,39863.28880827,52.73325989780225
GST,2020-07-07T00:00:00.000Z,10000000000.0,0.0,1200000000.0,0.0,39710.8762234,0.28624198444258
GLC,2013-06-14T00:00:00.000Z,72245700.0,0.0,43335383.99997146,0.0,39720.19682954,0.31215390520373
KP3RB,2020-12-29T00:00:00.000Z,0.0,0.0,211450.0,0.0,39516.80559456,2.41035106070636
STETH,2021-01-25T00:00:00.000Z,,0.0,0.0,0.0,39153.12488832,2715.3292890931666
KEYFI,2021-02-23T00:00:00.000Z,0.0,0.0,0.0,0.0,39119.07032781,1.96342539799879
KYTE,2021-04-09T00:00:00.000Z,,0.0,0.0,0.0,39029.35609195,1.78000247151868
xBLZD,2021-03-26T00:00:00.000Z,-1.0,0.0,0.0,0.0,38074.06291582,12.39921305560224
XQC,2020-02-11T00:00:00.000Z,,0.0,888888888.0,0.0,37890.97196562,0.01281501952283
IZE,2020-06-08T00:00:00.000Z,,0.0,10000000000.0,0.0,37732.63271931,0.04289914880669
CRT,2020-09-03T00:00:00.000Z,,0.0,0.0,0.0,37671.11667603,0.17373083816727
FOX,2021-01-06T00:00:00.000Z,1000001337.0,0.0,0.0,0.0,37492.46300649,1.1697787895657
ZTNZ,2021-01-02T00:00:00.000Z,3000000.0,0.0,0.0,0.0,37458.47811806,7.84098958374488
CATX,2020-08-31T00:00:00.000Z,100000000.0,0.0,100000000.0,0.0,37630.74185525,0.16967105905364
BTMXBULL,2020-08-03T00:00:00.000Z,,0.0,1106.025297,0.0,36986.48197132,20.21099532362918
XIN,2017-10-02T00:00:00.000Z,,0.0,9000000000.0,0.0,36931.84378868,0.00523546840945
SNBL,2021-03-31T00:00:00.000Z,916597.0,0.0,859936.996484,0.0,36857.25253418,3.08159034327589
JOYS,2020-03-06T00:00:00.000Z,,0.0,10000000000.0,0.0,36666.84963177,0.00839059229121
LBXC,2020-04-21T00:00:00.000Z,,0.0,9674560934.0,0.0,36604.02563736,0.00175741185494
CFT,2021-04-05T00:00:00.000Z,7000000.0,0.0,6958365.0,0.0,36375.58884002,0.12345197452098
XDEX,2021-04-01T00:00:00.000Z,70000000.0,0.0,0.0,0.0,35999.44420414,0.16760637853139
DILI,2019-10-16T00:00:00.000Z,,0.0,10000000000.0,0.0,35924.50040029,0.00083208349002
ESTI,2020-08-31T00:00:00.000Z,750000000.0,0.0,0.0,0.0,35802.08705115,0.01453221453276
GLDY,2020-05-05T00:00:00.000Z,150000000.0,0.0,150000000.0,0.0,35599.16859827,0.03248235549389
LBY,2021-02-23T00:00:00.000Z,,0.0,70000000.0,0.0,35394.12412876,1.60707374336286
FOCV,2020-08-01T00:00:00.000Z,210000000.0,0.0,0.0,0.0,35239.8607178,0.01044278797169
XGT,2021-02-26T00:00:00.000Z,3000000000.0,0.0,0.0,0.0,35402.08887016,0.13969722816539
AMZN,2020-12-09T00:00:00.000Z,,0.0,0.0,0.0,34953.4822,3483.8
YMAX,2020-09-21T00:00:00.000Z,,0.0,32000.0,0.0,34561.39017875,17.48544970542317
PAL,2021-01-12T00:00:00.000Z,9e+16,0.0,9e+16,0.0,34777.82771872,1.825458408e-05
MXF,2021-04-01T00:00:00.000Z,17881.0,0.0,0.0,0.0,34359.11702353,2.7081168591675
KIP,2020-08-10T00:00:00.000Z,10000000000.0,0.0,0.0,0.0,33456.35202097,0.00125134715803
TBB,2020-12-23T00:00:00.000Z,2000.0,0.0,0.0,0.0,33908.10370752,496.3065004356926
1GOLD,2019-10-13T00:00:00.000Z,,0.0,1000000000.0,0.0,33826.36641688,64.835538397248
TROP,2021-01-27T00:00:00.000Z,,0.0,0.0,0.0,33344.6759585,29.14513716463067
TIGER,2021-02-13T00:00:00.000Z,100000000.0,0.0,0.0,0.0,33274.98205293,0.15389922491341
TRXBEAR,2020-03-27T00:00:00.000Z,,0.0,18694.789,0.0,33025.9365392,6.17475027e-06
PROPEL,2019-06-21T00:00:00.000Z,,0.0,0.0,0.0,33028.9697764,0.00219986035534
MEGA,2020-10-29T00:00:00.000Z,1000000.0,0.0,1000000.0,0.0,32827.96768195,24.27803859185626
RYIU,2021-03-18T00:00:00.000Z,20000000.0,0.0,0.0,0.0,32912.46653265,0.03525352488532
SCAT,2021-03-16T00:00:00.000Z,,0.0,17524091708.89,0.0,32738.46043019,4.102567989e-05
LID,2020-07-31T00:00:00.000Z,142786830.05383232,0.0,0.0,0.0,33118.3075994,0.05664270543455
YFS,2021-04-08T00:00:00.000Z,50000.0,0.0,0.0,0.0,32650.82565033,58.85878566762586
HEDGE,2020-06-04T00:00:00.000Z,999999999.0,0.0,2775.416779,0.0,32676.00347975,116.16392791363079
RIT20,2021-02-14T00:00:00.000Z,500000000.0,0.0,0.0,0.0,32019.82356369,6.5567799091916
CE,2021-04-20T00:00:00.000Z,1000000.0,0.0,0.0,0.0,31618.85922315,9.07844208409878
DOGZ,2020-08-10T00:00:00.000Z,100000000000.0,0.0,0.0,0.0,31544.73912872,0.00010884784027
RAGE,2021-03-31T00:00:00.000Z,,0.0,0.0,0.0,31288.21548113,0.08153772154325
CHIK,2021-02-18T00:00:00.000Z,1000000.0,0.0,0.0,0.0,31532.96213548,0.0641624497971
NGC,2017-12-23T00:00:00.000Z,,0.0,77910266.157691,0.0,31279.82772806,0.0550515681315
808TA,2020-01-06T00:00:00.000Z,8080808080808.0,0.0,8080808080808.0,0.0,31022.74043545,4.8198818e-07
F1C,2018-10-09T00:00:00.000Z,,0.0,300000000.0,0.0,30966.69374569,0.00057515613239
KONJ,2021-01-21T00:00:00.000Z,,0.0,807934568.2324395,0.0,31365.75195657,0.00169662622887
GPT,2020-12-10T00:00:00.000Z,10000.0,0.0,0.0,0.0,30597.79618837,1006.539563418765
AGOLP,2021-04-21T00:00:00.000Z,10000000000.0,0.0,0.0,0.0,29669.62494437,3.398932559e-05
BNSD,2020-09-06T00:00:00.000Z,,0.0,11037567.272727,0.0,30148.34251473,0.03338381115767
PENDLE,2021-04-29T00:00:00.000Z,251061124.0,0.0,188700000.0,0.0,30154.16923645,1.65497133004748
CHAR,2021-04-20T00:00:00.000Z,905119999.0,0.0,0.0,0.0,30108.25234223,0.0028858438451
UTED,2020-10-20T00:00:00.000Z,1000000000.0,0.0,0.0,0.0,29718.83824396,0.00446492351094
NAUT,2021-03-10T00:00:00.000Z,10000000.0,0.0,0.0,0.0,29661.44955546,3.9306137084127
AKN,2019-09-14T00:00:00.000Z,,0.0,450000000.0,0.0,29475.26054247,0.39590221031602
LNT,2020-09-14T00:00:00.000Z,400000000.0,0.0,400000000.0,0.0,29206.82048846,0.08065836232848
ARKK,2020-12-09T00:00:00.000Z,,0.0,0.0,0.0,29217.1368,120.53
LINA,2018-08-07T00:00:00.000Z,,0.0,900000000.0,0.0,29117.161225,0.00737593447572
USDP,2021-03-19T00:00:00.000Z,106388842.0,0.0,106388841.0,0.0,28930.86267336,1.03317758525741
NNB,2019-05-14T00:00:00.000Z,,0.0,6000000000.0,0.0,30371.77559439,0.00215745535502
TNDR,2021-03-25T00:00:00.000Z,,0.0,0.0,0.0,28864.56238352,1.34930981443026
XDAG,2020-04-27T00:00:00.000Z,1412000000.0,0.0,1107968768.0,0.0,28584.70346086,0.00919421529297
CRETH2,2021-03-19T00:00:00.000Z,,0.0,0.0,0.0,28422.03483009,2439.054689230337
KONG,2021-03-29T00:00:00.000Z,1000000000000.0,0.0,0.0,0.0,28278.98359764,1.54271248e-06
MTC,2020-08-10T00:00:00.000Z,,0.0,2000000000.0,0.0,28268.69418797,0.11874330811783
TEN,2021-01-06T00:00:00.000Z,,0.0,0.0,0.0,28007.24290333,2.68549614515809
ARCONA,2020-08-05T00:00:00.000Z,15181707.0,0.0,0.0,0.0,27914.90533929,0.13594907265413
LEM,2021-04-06T00:00:00.000Z,1000000000000.0,0.0,0.0,0.0,28000.32581327,6.39230678e-06
SOUL,2021-03-04T00:00:00.000Z,6680081914.0,0.0,0.0,0.0,28087.36753691,0.00017421872238
4ART,2020-07-27T00:00:00.000Z,3508500000.0,0.0,3508500000.0,0.0,27888.73710178,0.12622519705487
PERX,2020-08-10T00:00:00.000Z,365000000.0,0.0,365000000.0,0.0,27797.37016908,0.00822339582722
MINI,2020-08-09T00:00:00.000Z,1000000000.0,0.0,0.0,0.0,27870.28055914,0.04872622454373
WENR,2021-04-07T00:00:00.000Z,100000000000.0,0.0,100000000000.0,0.0,27720.25588804,3.17478171e-06
TEM,2020-07-28T00:00:00.000Z,1500000000.0,0.0,261044322.0,0.0,27537.83835402,0.88012819923326
GBX,2020-08-10T00:00:00.000Z,1000000000.0,0.0,1000000000.0,0.0,27320.09912687,0.00626252505011
UNW,2020-11-10T00:00:00.000Z,1000000000.0,0.0,1000000000.0,0.0,27324.31581345,0.03208958973055
BNZ,2020-10-15T00:00:00.000Z,,0.0,270000000.0,0.0,27052.1300655,0.06499871031317
HBD,2020-03-26T00:00:00.000Z,,0.0,0.0,0.0,27045.44691874,1.62500912858641
NANA,2021-02-23T00:00:00.000Z,100000000.0,0.0,0.0,0.0,26888.2852442,0.01111533110112
YT,2020-08-08T00:00:00.000Z,100000000.0,0.0,0.0,0.0,26556.74251764,0.8105839166132
UNIDX,2021-01-11T00:00:00.000Z,20000000.0,0.0,0.0,0.0,26437.79438117,1.34068078378055
FAT,2021-03-17T00:00:00.000Z,120000000.0,0.0,0.0,0.0,26373.50275552,0.01638179379176
UMBR,2021-03-10T00:00:00.000Z,10000000.0,0.0,0.0,0.0,25768.71408954,1.78012574601244
TRUST,2021-04-13T00:00:00.000Z,1000000.0,0.0,0.0,0.0,25771.02003174,1.19796433002616
SALT,2021-03-08T00:00:00.000Z,621595.0,0.0,0.0,0.0,25728.05250674,0.19638968586979
RWN,2020-07-21T00:00:00.000Z,45000000.0,0.0,45000000.0,0.0,25443.29629398,0.02295816598732
YUI,2020-11-18T00:00:00.000Z,,0.0,27823.0,0.0,25376.90733489,11.56063826094308
GIV,2020-08-03T00:00:00.000Z,1000000000.0,0.0,1000000000.0,0.0,24993.65327809,0.02076412876403
SACT,2021-03-09T00:00:00.000Z,5000000.0,0.0,0.0,0.0,24871.62985424,0.50137646823557
NAWA,2021-01-25T00:00:00.000Z,80000000.0,0.0,0.0,0.0,24765.03813072,0.11625720882597
ANI,2021-02-04T00:00:00.000Z,69000000.0,0.0,0.0,0.0,24472.95461189,0.06349874701842
FLEX,2020-02-24T00:00:00.000Z,100000000.0,0.0,100000000.0,0.0,24478.61904913,0.25514766007161
SAFECOM,2021-04-20T00:00:00.000Z,333333333.0,0.0,0.0,0.0,23626.69294955,7.34594858e-06
CORN,2020-09-05T00:00:00.000Z,12000.0,0.0,0.0,0.0,23848.68933609,13.81971940713652
MCDC,2021-02-23T00:00:00.000Z,37000000.0,0.0,0.0,0.0,23716.51813385,0.05041389824423
AIRX,2021-03-24T00:00:00.000Z,20000000000.0,0.0,20000000000.0,0.0,24210.13314495,0.00024667169397
XEP,2021-01-08T00:00:00.000Z,30000000000.0,0.0,29541735666.0,0.0,23428.50663138,0.0030149929098
PTM,2021-01-29T00:00:00.000Z,100000000.0,0.0,100000000.0,0.0,23385.77591221,0.02219725246942
SPICE,2020-04-27T00:00:00.000Z,,0.0,1000000000.0,0.0,22258.46306274,0.00611750980849
YFBTC,2021-02-14T00:00:00.000Z,21000.0,0.0,0.0,0.0,23274.22596931,640.2394412259381
CWBTC,2020-07-24T00:00:00.000Z,,0.0,159290.0,0.0,23136.86090988,1165.7509089895811
PYX,2021-04-08T00:00:00.000Z,,0.0,0.0,0.0,22693.42644344,0.38745390933315
VLAD,2021-04-02T00:00:00.000Z,824582.0,0.0,0.0,0.0,22605.23262811,0.85170305621979
CCT,2020-08-12T00:00:00.000Z,,0.0,1000000000.0,0.0,22548.32613227,4.15563269396585
LOA,2020-04-29T00:00:00.000Z,2000000000.0,0.0,2000000000.0,0.0,21818.34554093,0.01176316297127
VVT,2020-12-08T00:00:00.000Z,2000000000.0,0.0,0.0,0.0,22291.283651,0.21845301118307
BKKG,2020-11-23T00:00:00.000Z,18000000.0,0.0,0.0,0.0,22317.51582206,21.04506659607893
DSS,2020-09-23T00:00:00.000Z,66666666.0,0.0,22228036.0,0.0,22255.10273399,0.01180675675179
LINKBEAR,2020-08-03T00:00:00.000Z,,0.0,5190382.555977,0.0,22054.37298186,1.04832687e-06
QHC,2020-09-30T00:00:00.000Z,,0.0,9200000000.0,0.0,21986.95374081,0.00721485684476
GASP,2020-11-09T00:00:00.000Z,114483651.0,0.0,0.0,0.0,21945.07050061,0.76845248047593
NEWOS,2018-08-08T00:00:00.000Z,,0.0,10000000000.0,0.0,21854.92525591,0.00034483485917
BSPAY,2021-03-25T00:00:00.000Z,600000000.0,0.0,0.0,0.0,21825.47871102,0.07029095208126
ETM,2019-09-11T00:00:00.000Z,,0.0,210000000.0,0.0,21941.63596399,0.01149977182464
FRIES,2020-10-09T00:00:00.000Z,50600.0,0.0,50600.0,0.0,21587.58827998,15.27008733495189
DEVA,2021-02-18T00:00:00.000Z,100000000.0,0.0,0.0,0.0,21503.50887089,2.00058957463742
DYT,2020-07-21T00:00:00.000Z,2000000.0,0.0,1472606.0,0.0,21157.45557652,0.60328651651281
DOVE,2021-04-20T00:00:00.000Z,100000000.0,0.0,0.0,0.0,21264.33097018,0.10589956914634
CYFM,2018-08-10T00:00:00.000Z,,0.0,102000000000.0,0.0,20986.67990363,1.125327785e-05
PINT,2021-02-23T00:00:00.000Z,7000000.0,0.0,0.0,0.0,21015.1125428,0.59052756219835
UPT,2020-05-08T00:00:00.000Z,,0.0,10000000000.0,0.0,20853.14339868,0.01388402245855
MAZ,2020-08-26T00:00:00.000Z,100000000.0,0.0,0.0,0.0,20826.03368783,0.93717151595229
CUE,2021-04-06T00:00:00.000Z,10000.0,0.0,0.0,0.0,20788.38009191,131.92111675986175
OTB,2018-07-03T00:00:00.000Z,,0.0,199470887.762562,0.0,20671.15083944,0.01439495606013
NDN,2020-05-26T00:00:00.000Z,8000000000.0,0.0,5000000000.0,0.0,20399.04148764,0.00780485259716
NBR,2018-07-31T00:00:00.000Z,210000.0,0.0,210000.0,0.0,20016.03995686,0.71313144146507
HRD,2020-11-28T00:00:00.000Z,2000000000.0,0.0,2000000000.0,0.0,19948.35102422,0.01751811841831
OCT,2021-03-10T00:00:00.000Z,10000.0,0.0,0.0,0.0,20021.83602025,535.5936765771125
BUX,2020-01-24T00:00:00.000Z,,0.0,450038816.982469,0.0,19849.75483966,0.03867336540069
D100,2021-02-23T00:00:00.000Z,,0.0,0.0,0.0,19780.47913095,0.41644249523112
MERCI,2020-06-30T00:00:00.000Z,30000000000.0,0.0,23105971927.0,0.0,19418.94188561,0.00054898910711
DENA,2021-03-09T00:00:00.000Z,1000000.0,0.0,0.0,0.0,19397.59471797,6.73737143933779
FSXU,2021-03-16T00:00:00.000Z,500000.0,0.0,0.0,0.0,19257.49067218,0.00144546517094
PSL,2021-03-09T00:00:00.000Z,21000000000.0,0.0,0.0,0.0,19029.2688311,0.00545947167464
XRA,2018-08-30T00:00:00.000Z,,0.0,275000000.0,0.0,19016.55688339,0.029105
ETHHEDGE,2020-06-05T00:00:00.000Z,999999999.0,0.0,1144.148061,0.0,18952.79868448,41.00370224869886
PIZZA,2021-02-14T00:00:00.000Z,500000.0,0.0,0.0,0.0,18974.42173899,2.00618699489346
IMO,2021-04-18T00:00:00.000Z,19996.0,0.0,0.0,0.0,19010.27526924,0.24432282673977
FECLIPSE,2021-04-09T00:00:00.000Z,1000000000000000.0,0.0,0.0,0.0,18859.34550486,3.18473e-09
VINCI,2019-11-19T00:00:00.000Z,,0.0,300000000.0,0.0,18760.80859801,8.55766991351792
EHRT,2020-08-03T00:00:00.000Z,10000000000.0,0.0,0.0,0.0,18686.88324634,0.00070094186985
CORAL,2020-11-10T00:00:00.000Z,10000000.0,0.0,0.0,0.0,18569.96066148,0.9769770038157
TACO,2020-12-24T00:00:00.000Z,0.0,0.0,237721964.0,0.0,18524.7123212,0.01555766576192
METRIC,2020-09-30T00:00:00.000Z,1000000.0,0.0,1000000.0,0.0,18503.88000691,3.36273070805921
FLS,2019-09-10T00:00:00.000Z,,0.0,1506413.0,0.0,18391.10021961,1.20041757064732
LTCBEAR,2020-04-15T00:00:00.000Z,,0.0,329.29,0.0,18300.55273882,0.02834630973306
BNFY,2021-03-25T00:00:00.000Z,100000.0,0.0,0.0,0.0,18224.87805687,12.46779047705699
AK12,2020-05-13T00:00:00.000Z,,0.0,0.0,0.0,18781.18897507,0.145402175499
DRGNBULL,2020-08-03T00:00:00.000Z,,0.0,117.434036,0.0,18171.67055,2200.5
FBT,2020-08-10T00:00:00.000Z,5000000000.0,0.0,0.0,0.0,17549.86358803,0.00176531528676
GLOX,2020-12-08T00:00:00.000Z,,0.0,0.0,0.0,18217.31321662,98.92921562615304
MWG,2021-02-17T00:00:00.000Z,1350000.0,0.0,1214987.183159,0.0,17859.73884574,1.42353248690708
EXF,2021-02-23T00:00:00.000Z,1000000000.0,0.0,0.0,0.0,18021.9975535,0.00219080439856
XCP,2014-02-15T00:00:00.000Z,,0.0,2615043.7051785,0.0,17565.98738092,3.21749305221334
PWC,2021-03-09T00:00:00.000Z,50000000.0,0.0,0.0,0.0,17799.28773787,0.01344597373525
BSC,2020-06-22T00:00:00.000Z,500000000.0,0.0,500000000.0,0.0,17716.4364087,0.01298141298604
ALGOBEAR,2020-08-03T00:00:00.000Z,,0.0,33568.059169,0.0,17609.00401069,6.1e-07
MEX,2018-09-13T00:00:00.000Z,,0.0,1939999970.0,0.0,17549.28219942,0.00067684609485
DEGENS,2020-10-29T00:00:00.000Z,1192720.0,0.0,0.0,0.0,17552.86580992,3.01990809667118
NEC,2018-02-21T00:00:00.000Z,,0.0,618133330.107871,0.0,17531.11451982,0.07175628687827
CHEX,2021-02-20T00:00:00.000Z,998860169.0,0.0,0.0,0.0,17516.8049618,0.04592658196905
TRY,2021-04-02T00:00:00.000Z,,0.0,0.0,0.0,17340.84615174,19.55992053610281
SIMPLE,2020-06-17T00:00:00.000Z,100000000.0,0.0,0.0,0.0,17435.17952183,0.18713128699163
SPOK,2020-03-13T00:00:00.000Z,4200000000.0,0.0,4200000000.0,0.0,17227.13316917,0.0060125607004
DIGEX,2020-08-31T00:00:00.000Z,21000000000.0,0.0,21000000000.0,0.0,17193.30650522,0.00231353806744
GVE,2018-07-25T00:00:00.000Z,,0.0,1000000000.0,0.0,17179.79062619,0.00025414352735
UNDG,2021-02-04T00:00:00.000Z,10000.0,0.0,0.0,0.0,16944.08352025,132.8537173209678
LUXO,2021-02-13T00:00:00.000Z,1000000000.0,0.0,0.0,0.0,17016.24293164,0.28542123069617
SX,2021-02-02T00:00:00.000Z,1000000000.0,0.0,0.0,0.0,16765.9696731,0.66271128120436
WCCX,2020-11-06T00:00:00.000Z,200000000.0,0.0,700000.0,0.0,16758.21946403,0.97247175411126
AXI,2020-09-23T00:00:00.000Z,,0.0,100000000.0,0.0,16605.64231536,0.03372785091996
WHIRL,2021-03-10T00:00:00.000Z,100000000.0,0.0,0.0,0.0,16624.08845584,0.00410152635005
KAU,2020-10-08T00:00:00.000Z,50000000.0,0.0,0.0,0.0,16516.67116983,0.52007234125994
XNS,2019-10-17T00:00:00.000Z,,0.0,300000000.0,0.0,16473.38465965,0.01630160124644
OAK,2021-04-07T00:00:00.000Z,100000.0,0.0,0.0,0.0,16500.44229632,20.51592357889052
DEFI+L,2020-10-08T00:00:00.000Z,142110.0,0.0,142110.0,0.0,16320.09635897,6.41570707029491
SPANK,2017-11-23T00:00:00.000Z,,0.0,1000000000.0,0.0,16018.69641382,0.04595567965755
PLG,2019-08-23T00:00:00.000Z,,0.0,10000000000.0,0.0,15878.70030463,0.00174587416326
ADABEAR,2020-08-03T00:00:00.000Z,,0.0,220417.688343,0.0,15784.75296092,1.85500081e-06
COLX,2017-09-29T00:00:00.000Z,,0.0,12853829296.599613,0.0,15771.82245049,0.00054802974413
POC,2021-01-25T00:00:00.000Z,1000000000.0,0.0,0.0,0.0,15806.27261121,1.17697664674776
JACK,2020-04-21T00:00:00.000Z,,0.0,4600000000.0,0.0,15687.45284575,0.37139760076628
ORCL5,2021-03-19T00:00:00.000Z,,0.0,0.0,0.0,15671.95210779,19.58120744120932
SENPAI,2021-04-15T00:00:00.000Z,231491.0,0.0,0.0,0.0,15594.95640722,3.27667534895652
MERO,2021-04-01T00:00:00.000Z,1000000000.0,0.0,0.0,0.0,15962.53751303,0.00103144724043
STKR,2021-03-24T00:00:00.000Z,300000000.0,0.0,300000000.0,0.0,10548.28497205,0.18455921577945
FOXD,2021-04-22T00:00:00.000Z,21000000000.0,0.0,0.0,0.0,15658.23910554,0.00014855705237
PRDX,2020-09-09T00:00:00.000Z,1600000.0,0.0,0.0,0.0,15413.99843838,0.44299545764867
SAT,2021-04-21T00:00:00.000Z,300000.0,0.0,153331.872515,0.0,14988.07746045,14.0407085851005
WANEOS,2021-03-02T00:00:00.000Z,210000000.0,0.0,0.0,0.0,15240.00438706,6.17816815461378
KANGAL,2021-02-22T00:00:00.000Z,100000000000.0,0.0,0.0,0.0,14808.66838011,3.958431347e-05
CRX,2021-03-09T00:00:00.000Z,100000.0,0.0,0.0,0.0,14902.88658417,21.90229004945628
KODX,2020-12-01T00:00:00.000Z,33000.0,0.0,33000.0,0.0,14771.88355334,231.6864823408225
BTAP,2021-04-01T00:00:00.000Z,100000000.0,0.0,0.0,0.0,14652.17226935,0.03172545905842
WHL,2021-02-23T00:00:00.000Z,1000000.0,0.0,0.0,0.0,14595.06281231,6.34088163451834
GR,2020-12-16T00:00:00.000Z,100000000.0,0.0,100000000.0,0.0,14642.21836078,1.78409634458209
ZOC,2020-09-18T00:00:00.000Z,,0.0,15177117.306518,0.0,14546.84252835,0.00335555542883
HPS,2021-02-08T00:00:00.000Z,100000.0,0.0,1000000.0,0.0,14462.42034748,4.6045358679163
MXW,2020-08-07T00:00:00.000Z,9300000000.0,0.0,9300000000.0,0.0,14447.6178542,0.02019959920502
WAR,2021-03-23T00:00:00.000Z,500000.0,0.0,0.0,0.0,14406.15700389,2.8771333774037
BALI,2020-04-20T00:00:00.000Z,70000000.0,0.0,70000000.0,0.0,14427.81333818,0.02661104304556
TBT,2020-08-12T00:00:00.000Z,200000000.0,0.0,0.0,0.0,14507.86005801,0.09600504679876
LMCH,2020-04-14T00:00:00.000Z,1000000000.0,0.0,1000000000.0,0.0,14264.14849623,0.01357121907462
WAR,2020-09-30T00:00:00.000Z,2800000.0,0.0,2800000.0,0.0,13936.61499819,0.05874383118212
TERN,2020-09-24T00:00:00.000Z,,0.0,0.0,0.0,14139.79970829,4.97529898250847
KIMOCHI,2021-02-17T00:00:00.000Z,90000000.0,0.0,89996841.783721,0.0,13935.12998231,0.05168974670594
KFC,2020-09-25T00:00:00.000Z,,0.0,164137.0,0.0,13885.04787365,6.55186999956784
B26,2021-03-16T00:00:00.000Z,26000.0,0.0,0.0,0.0,13678.582943,97.22236105247643
TTX,2020-10-13T00:00:00.000Z,,0.0,0.0,0.0,13727.43845326,0.90708946729209
